# Switch — blawar/titledb (full title IDs)
0100c2d02713e000,Twins or Tens
0100c2e00b494000,Moonfall Ultimate
0100c2e01254c000,Lunistice
0100c2e0129a6000,The Executioner
0100c2e02113e000,Backrooms: Spirits of the Forgotten
0100c2f00a568000,Shio
0100c2f0180a0000,Beautiful Ukraine
0100c2f019006000,Ninja JaJaMaru: The Lost RPGs
0100c2f01b1ae000,A Perfect Day
0100c2f0242dc000,Horror Tale 2: Remaster
0100c3001d68e000,OrbWars
0100c3001f852000,Let's Aim! Shooting Gallery
0100c300202c0000,Light Guardian
0100c31005a50000,Phantom Trigger
0100c31011c24000,Postal REDUX
0100c310169e2000,Dungetris
0100c3101ce06000,PAINT PRO for KIDS 0+
0100c3101d7f4000,Battlefront Trench Warriors: Ops of Warfare
0100c31026a94000,Jump, Mouse, Jump!
0100c320083be000,Splitter Critters
0100c3200e7e6000,Black Legend
0100c3200ebf4000,CyberCorp
0100c32017482000,Arcade Archives THE TOWER OF DRUAGA
0100c32018824000,MACHI KORO With Everyone
0100c32028780000,Escape from Vlogger: Runaway
0100c3300c3f2000,Spell Casting: Purrfectly Portable Edition
0100c3300c68c000,Creepy Road
0100c3300d8c4000,The Touryst
0100c3302000e000,Motorcycles: World Championship
0100c33022826000,Mighty Mouse Cheese Hunt
0100c330234b0000,Dragon Detective: A Friend from the Shadows
0100c34017764000,KLONOA Phantasy Reverie Series: Art Book & Soundtrack
0100c34019218000,Arcade Archives BARADUKE
0100c3401a11c000,Fairy Fencer F: Refrain Chord Digital Soundtrack
0100c3401afbc000,Zombie Town
0100c34024708000,Korean Drone Flying Tour Bussodamak
0100c3501094e000,Demon's Rise - War for the Deep
0100c3501cf2c000,Nephenthesys
0100c3501e278000,HELLCARD
0100c3502557a000,Roots and sprouts
0100c360070f6000,Dragon Quest Builders™ Demo
0100c3601518c000,Sid Meier's Civilization® VII
0100c3601518d001,Sid Meier's Civilization® VII Tecumseh and Shawnee Pack
0100c3601518d002,Sid Meier's Civilization® VII: Deluxe Cosmetics Pack
0100c3601518d003,Sid Meier's Civilization® VII: Xerxes (The Achaemenid) Persona
0100c3601518d004,Sid Meier's Civilization® VII: Friedrich (Baroque) Persona
0100c3601518d005,Sid Meier's Civilization® VII: Founders Cosmetics Pack
0100c3601518d006,Sid Meier's Civilization® VII: Ashoka (World Conqueror) Persona
0100c3601518d007,Sid Meier's Civilization® VII: Himiko (High Shaman) Persona
0100c3601518d008,Sid Meier's Civilization® VII: Crossroads of the World Collection - Cosmetic Bonus
0100c3601518d009,Sid Meier's Civilization® VII: Right to Rule Collection - Cosmetic Bonus
0100c3601518d00a,Sid Meier's Civilization® VII: Carthage Pack
0100c3601518d00b,Sid Meier's Civilization® VII: Ada Lovelace Pack
0100c3601518d00c,Sid Meier's Civilization® VII: Great Britain Pack
0100c3601518d00d,Sid Meier's Civilization® VII: Simón Bolívar Pack
0100c3601518d00e,Sid Meier's Civilization® VII: Bulgaria Pack
0100c3601518d00f,Sid Meier's Civilization® VII: Nepal Pack
0100c3601518d010,Sid Meier's Civilization® VII: Crossroads of the World Collection - Natural Wonder Pack
0100c3601518d011,Sid Meier's Civilization® VII: Genghis Khan Pack
0100c3601518d012,Sid Meier's Civilization® VII: Dai Viet Pack
0100c3601518d015,Sid Meier's Civilization® VII: Assyria Pack
0100c3601518d017,Sid Meier's Civilization® VII: Right to Rule Collection - Wonder Pack
0100c3601a41e000,Raiden III x MIKADO MANIAX
0100c3601e60e000,That Damn Goat
0100c3601ff08000,Murder Is Game Over: Streaming Death
0100c3601ffcc000,Parking Masters
0100c3601ffcd001,Parking Masters - Big Rig
0100c3601ffcd002,Parking Masters - Bus Driver
0100c36026dec000,Spa Massage Girls: Love & Relax
0100c3701429c000,2in1 - Application Driver and Serial Killer / Sniper
0100c37019bc2000,Space Tail: Every Journey Leads Home
0100c37019bc3001,Space Tail: Homecoming
0100c3701c19a000,Rogue Glitch Ultra
0100c3701ceb0000,Orbital Cargo Division
0100c37020cae000,Pokettohiro
0100c37021bd2000,8 YOUs+
0100c37022d7e000,Hyperspaced
0100c38004dcc000,The Flame In The Flood: Complete Edition
0100c3801458a000,Night Vision
0100c380190ea000,EXTREME BIKE X
0100c380190eb001,WILD MACHINE PACK
0100c38019a02000,Isle of Jura Fishing Trip
0100c38019a03001,Colors of the fishing net
0100c38019a03002,Colors of a simple fishing rod
0100c38019a03003,Colors of the fly rod
0100c38019ce4000,GRISAIA PHANTOM TRIGGER 08
0100c3801c786000,Poppy Playtime: Chapter 1
0100c38020dce000,ZXC
0100c39012e2a000,Voice of Cards: The Forsaken Maiden
0100c39012e2b001,Voice of Cards: The Forsaken Maiden 2B Avatar
0100c39012e2b002,Voice of Cards: The Forsaken Maiden YoRHa Emblem
0100c39012e2b003,Voice of Cards: The Forsaken Maiden The Copied City Board
0100c39012e2b004,Voice of Cards: The Forsaken Maiden Machine Lifeform Table
0100c39012e2b005,Voice of Cards: The Forsaken Maiden Puppets' Costume
0100c39012e2b006,Voice of Cards: The Forsaken Maiden Pixel Art Set
0100c39012e2b007,Voice of Cards: The Forsaken Maiden Automata Dice
0100c39012e2b008,Voice of Cards: The Forsaken Maiden Resistance Jukebox
0100c39012e2b00a,Voice of Cards: The Forsaken Maiden Ocean Tile Table
0100c39012e2b00b,Voice of Cards: The Forsaken Maiden Whale of Fortune Pattern
0100c39013874000,NENA
0100c390188f0000,BLACK WITCHCRAFT
0100c39019c16000,Food Truck Tycoons - 2 in 1 Bundle
0100c390207d6000,Cyberpunk Hacker
0100c3a00b97e000,House of Golf
0100c3a00bb76000,Fimbul
0100c3a013840000,Shadow Man Remastered
0100c3a017834000,Prodeus
0100c3a01e526000,WWII AIRPLANE FIGHT - Battle War Squad
0100c3a01e527001,WWII AIRPLANE FIGHT - Battle War Squad - Cash Injection
0100c3a01e527002,WWII AIRPLANE FIGHT - Battle War Squad: Rise of the P-40 Airplane
0100c3a027f94000,The Last of Touch
0100c3b0122e6000,FoxyLand Collection
0100c3b01e16e000,Escape Game The Kitty School
0100c3b022532000,1989 After the War
0100c3c012718000,Grand Theft Auto III – The Definitive Edition
0100c3c015738000,Fall Guys
0100c3c01d600000,BIG BALL SPORTS
0100c3d00923a000,Old School Musical
0100c3d00923b001,Toricity
0100c3d00923b002,MV Expo
0100c3d00d1d4000,Alternate Jake Hunter: DAEDALUS The Awakening of Golden Jazz
0100c3d018624000,Quartet
0100c3d01ce38000,The World After
0100c3e00acaa000,Mutant Football League: Dynasty Edition
0100c3e00acab004,Purple Oil Pack
0100c3e00acab005,LA Power Pack
0100c3e00acab006,Brawltimore Razors
0100c3e00acab007,Sin Fransicko Forty Nightmares
0100c3e00acab008,Terror Bay Mutantneers
0100c3e00acab009,Gnashville Lycans
0100c3e00acab00a,Snuffalo Thrills
0100c3e00acab00b,Diami Krakens
0100c3e00acab00c,Brainwashington Cadavers
0100c3e00acab00d,Sinsonasty Mangles
0100c3e00acab00e,New Yuck Threats
0100c3e00b700000,SEGA AGES Space Harrier
0100c3e00d68e000,Deep Sky Derelicts: Definitive Edition
0100c3e014f40000,Fantasy Checkers
0100c3e015318000,Bridge Builder Racer
0100c3e01846c000,fig.
0100c3e0199ba000,My Coloring Books - 2 in 1 Bundle
0100c3e01afd4000,- Isekai Junior Manager - ハズレ転生:最底辺から始める異世界経営
0100c3f011b58000,Falcon Age
0100c3f01567e000,Marvel's Guardians of the Galaxy: Cloud Version
0100c3f0181c8000,MADiSON
0100c3f026f74000,Photo Girls: First Session
0100c4001f7d4000,Pair Horror
0100c4001f7d5001,Haunted Pack
0100c400229a0000,The Exorcist: Gravebound Horror
0100c400242c4000,Viking Colony Builder Valhalla
0100c40024840000,SEDAP! A Culinary Adventure
0100c40025f6a000,Otome Daoshi -Fighting For Love-
0100c41009e1a000,Mimpi Dreams
0100c41023558000,Pixel Game Maker Series WEAPON USER
0100c41027378000,Zoo Orbs
0100c410276d6000,Your True Nature Test
0100c41027b5e000,EGGCONSOLE ZODIAC PC-8801
0100c4200b820000,SmuggleCraft
0100c42018fc6000,Marfusha
0100c42020e30000,Square Logic
0100c42023690000,NOROI KAGO the Grudged Domain
0100c4300eeee000,Freecell Solitaire Deluxe
0100c43012344000,Beach Buggy Racing 2: Island Adventure
0100c43012345001,Hot Wheels™ Booster Pack
0100c43012345002,Oddball Car Pack
0100c43012345003,Turbo Titans Car Pack
0100c43012345004,High Octane Moto Pack
0100c43017bfa000,Japanese NEKOSAMA Escape -The Mountain Cottage-
0100c4301f3d0000,SHINONOME ABYSS The Maiden Exorcist
0100c430202ca000,Infinite Seek and Find
0100c430202cb001,Infinite Seek and Find - Infinity Times Two DLC
0100c430252aa000,Smith & Dungeon: Crafting the Legendary Weapons
0100c4400e990000,Puzzle by Nikoli S Slitherlink
0100c4401bed4000,Prison Break: Jail Escape Simulator
0100c44027492000,Stuck Together
0100c4501dbf2000,Hentai: Make Love Not War 2
0100c450288ce000,Backrooms Phases
0100c460040ea000,Hunting Simulator
0100c46015aa0000,Barry the Bunny
0100c4601d056000,SUNSOFT Mahjong Solitaire -Shanghai LEGEND-
0100c47012d86000,Panda Jump
0100c47021528000,Korean Drone Flying Tour Chuncheon City
0100c47025f3a000,DETECTIVE - Rainy Night
0100c47026eee000,So Quirky! Puzzle Escape Game
0100c47027df6000,The Towers
0100c4801223c000,Ultra Foodmess
0100c48016ea0000,Darkness and Flame: Born of Fire
0100c48024744000,Welcome To Mars 9: The Tale Of River
0100c48026160000,M.A.U.S
0100c490142f0000,Train Ride Simulator
0100c4901b416000,your future
0100c49021516000,Arcade Archives Othello
0100c490276ae000,Living Dead House
0100c4a014766000,Arkan: The dog adventurer
0100c4a015516000,scribbled
0100c4a017a7e000,Flip The Buddy
0100c4a027536000,Reptilian Rising
0100c4b0034b2000,Nintendo Labo Toy-Con 01 Variety Kit
0100c4b019c20000,Ylands: Nintendo Switch™ Edition
0100c4b019c21001,Ylands Nintendo Switch™ Edition - Timber Tier Bundle
0100c4b019c21002,Ylands: Nintendo Switch™ Edition - Bamboo Base Bundle
0100c4b019c21003,Ylands Nintendo Switch™ Edition - Opulent Oppidum Bundle
0100c4b019c21004,Ylands Nintendo Switch™ Edition - Victorian Village Bundle
0100c4b019c21005,Ylands Nintendo Switch™ Edition - Bombastic Buccaneer Bundle
0100c4b019c21006,Ylands Nintendo Switch™ Edition - Dope Desert Bundle
0100c4b019c21007,Ylands Nintendo Switch™ Edition - Wild West Bundle
0100c4b019c21008,Ylands Nintendo Switch™ Edition - Fashionable Future Bundle
0100c4b019c21009,Ylands Nintendo Switch™ Edition - Fancy Fortress Bundle
0100c4b019c2100a,Ylands: Nintendo Switch™ Edition - Enticing East Bundle
0100c4b022df8000,Korean Drone Flying Tour Yumyeongsan
0100c4c00e73e000,Moving Out
0100c4c00e73f001,Moving Out - The Employees of the Month Pack
0100c4c00e73f002,Moving Out - Movers in Paradise
0100c4c0132f8000,CASE 2: Animatronics Survival
0100c4c013688000,Retrace: Memories of Death
0100c4c01b0ac000,Dateless Love - Love Story Behind the Restoration -
0100c4d0093ea000,Battle Princess Madelyn
0100c4d00b608000,Don't Sink
0100c4d00d16a000,Commander Keen in Keen Dreams
0100c4d0231c8000,Luna and the Crystal of Light
0100c4e004406000,Adventure Time: Pirates of the Enchiridion
0100c4e015078000,Gaps by POWGI
0100c4e018a24000,FRONT MISSION 2: Remake
0100c4f005eb4000,Mecho Tales
0100c4f020332000,MR. ELEVATOR
0100c4f0226aa000,Anthology of The Killer
0100c50007070000,Ginger: Beyond the Crystal
0100c5000f294000,Battle Brothers – A Turn Based Tactical RPG
0100c5000f295001,Blazing Deserts
0100c5000f295002,Support the Developers - Southern Banner
0100c5000f295003,Beasts & Exploration
0100c5000f295004,Support the Developers - Kraken Banner
0100c5000f295005,Warriors of the North
0100c5000f295006,Support the Developers - Nordic Banner
0100c5000f295007,Lindwurm
0100c5000f295008,Support the Developers - Fangshire Helm
0100c5000f295009,Of Flesh and Faith
0100c5001ac0e000,Medieval Royal Chess: Classic Board Game
0100c5001b152000,Sable's Grimoire: Man And Elf
0100c5001defa000,Replik Survivors
0100c50023ec2000,All Hands on Deck
0100c510049e0000,Penny-Punching Princess
0100c5100db04000,Cardpocalypse
0100c5100db05001,Cardpocalypse: Out of Time
0100c51013902000,Chess Knights: Viking Lands
0100c51014778000,Arcadian Atlas
0100c510166f0000,Chained Echoes
0100c510166f1001,Chained Echoes: Ashes of Elrant
0100c51017b08000,My Coloring Book 2
0100c5101e1c6000,Pool Together 2
0100c5101f6fe000,Tiny Pixels Vol. 1 - Ninpo Blast
0100c5102050c000,Aidan In Danger
0100c51021970000,Guns of Fury
0100c51024ee6000,Fishing Rush
0100c51027cf0000,Lost Lands: Stories about the Sorceress, the Prince and the Minotaur
0100c5200d178000,The Mystery of Woolley Mountain
0100c52011460000,Sky: Children of the Light
0100c52013c3c000,Kickerinho World
0100c52016a06000,Arcade Archives SUPER PAC-MAN
0100c52017f22000,Funny Truck
0100c53004c52000,Flat Heroes
0100c53011600000,Anarkade
0100c5301a3da000,CyberHeroes Arena DX
0100c53021fb2000,Pirarucu's Money Rush
0100c53027396000,Buck Blastem
0100c540192f8000,Zombie Dead Smasher - World Simulator Kill Strike Gun Shooter 3D Poly Games 2023
0100c540192f9001,Zombie Dead Smasher - DLC Pack
0100c54022cc6000,Aircraft Legends: Flight Academy Simulator
0100c54022cc7001,Aircraft Legends: Flight Academy Simulator CASH BUSINESS
0100c54022cc7002,Aircraft Legends: Flight Academy Simulator WINGS 2025
0100c54022cc7003,Aircraft Legends: Flight Academy Simulator NEW AIRPLANE
0100c5500e7ae000,STURMWIND EX
0100c55014592000,AXS
0100c5501b38a000,Brain Show
0100c5501bf24000,Downward: Enhanced Edition
0100c550245ce000,The Fable: Manga Build Roguelike
0100c56010fd8000,Plants vs. Zombies: Battle for Neighborville™ Complete Edition
0100c56010fd9001,Plants vs. Zombies: Battle for Neighborville™ Complete Edition Preorder Content
0100c56012c96000,Arkanoid vs. Space Invaders
0100c5601815e000,Rise of the Triad: Ludicrous Edition
0100c5602194c000,EARTH SAVER
0100c560264d8000,Cave Ranger
0100c5700434c000,Sky Rogue
0100c5700ece0000,Puzzle & Dragons GOLD
0100c57018922000,Captain Velvet Meteor: The Jump+ Dimensions
0100c57019ba2000,Koa and the Five Pirates of Mara
0100c5701a876000,Roadwarden
0100c570203fc000,The Super Robot Bros
0100c58017f32000,Pocket Rockets
0100c5801fbc4000,Looped: Love at first sight
0100c58022e8e000,QUIZ! Cat Proverbs Around the World
0100c5901ff02000,EcoGnomix
0100c5a0115c4000,CopperBell
0100c5a01327e000,The Legend of Ninja
0100c5a013b7a000,Unbound: Worlds Apart
0100c5a016c2e000,Aery - Dreamscape
0100c5a01dfd0000,Sniper Rescue
0100c5a022bbe000,Sweet Home: Look and Find 2 Collector's Edition
0100c5a025c4e000,Entrance 8 入口
0100c5b009804000,Arcade Archives MAT MANIA EXCITING HOUR
0100c5b00fade000,Invisible Fist
0100c5b0113a0000,Armed 7 DX
0100c5b016e30000,Retro Bowl
0100c5b01bb32000,Faerie Afterlight
0100c5b01d952000,Human Bowling
0100c5b025eba000,Hentai Gallery: Cute Girls
0100c5c01771c000,Pill Baby
0100c5c01f3fc000,Puzzle World: Neko Girls
0100c5c021a18000,Ghoulie’s Garden
0100c5c024396000,We Were Here Too
0100c5c024ec0000,Path of Mystery: A Brush with Death
0100c5c0269b0000,EGGCONSOLE Courageous Perseus PC-8801
0100c5d00edb8000,Wreckin' Ball Adventure
0100c5d01128e000,OlliOlli World
0100c5d01128f001,OlliOlli World Pre-Order Hero Pack
0100c5d01128f002,OlliOlli World "Close Encounter Skate Deck"
0100c5d01128f003,OlliOlli World: VOID Riders
0100c5d01128f004,OlliOlli World: Finding the Flowzone
0100c5d015ad0000,Arcade Archives MAPPY
0100c5d02509e000,Rails of Dead: Zombie Survival Simulator
0100c5e003b40000,ARMS™ Global Testpunch
0100c5e00e4e0000,Delta Squad
0100c5e01cfda000,Playroom Racer
0100c5e021a72000,Subway Sprint Girl
0100c5e0246f6000,Bodycam Record Shooter
0100c5f00f446000,Kawaii Deathu Desu
0100c5f012a3c000,Mad Tower Tycoon
0100c5f015f70000,Balloon Pop - Learning Letters, Numbers, Colors, Game for Kids
0100c5f016414000,Breakneck City
0100c5f018972000,Terminal Velocity™: Boosted Edition
0100c6000eea8000,Warhammer 40,000: Mechanicus
0100c6001efde000,FROGUE
0100c6002528a000,Find the Difference: Spot it
0100c60025338000,SHARK SIEGE - TOGETHER SURVIVAL
0100c6100d75e000,Spooky Ghosts Dot Com
0100c61011dea000,Match
0100c610154ca000,Shadowrun: Hong Kong - Extended Edition
0100c6101591a000,Last 4 Alive: Escape From Zombies
0100c61018974000,Akka Arrh
0100c61025b3c000,Gray War Conflict
0100c6200a0aa000,Enigmatis 2: The Mists of Ravenwood
0100c62011050000,Game Boy™ – Nintendo Switch Online
0100c620180c4000,Mechanic Battle
0100c62018804000,Ramp Bike Jumping
0100c6201bbb2000,Losen Screws Puzzles
0100c6300afe0000,ACA NEOGEO NINJA MASTER'S
0100c6301324c000,Electro Ride: The Neon Racing
0100c6301cbb8000,Park Racer
0100c6302085e000,MahjongPuzzle 8
0100c63021adc000,Once Upon A KATAMARI
0100c63021add001,Once Upon A KATAMARI - Katamari Damacy Series Songs: Side A
0100c63021add002,Once Upon A KATAMARI - Katamari Damacy Series Songs: Side B
0100c63021add003,Once Upon A KATAMARI - Katamari Damacy Series Dance Dance Remixes
0100c63021add005,Once Upon A KATAMARI - Cousin Customization: Face (3 items)
0100c64015f84000,RiffTrax: The Game
0100c64016b0c000,Eternal Threads
0100c6401d1f4000,Silent Paws: Winter Quest
0100c6401ed0a000,Arcade Archives VS. STAR LUSTER
0100c6402107e000,Photography Guide: Mastering the Art of Capturing Moments
0100c65013da0000,Space Blast Zom A Matching Game
0100c66007e96000,Crayola Scoot
0100c6601dccc000,SUDOKU - GAME FOR KIDS
0100c6601e1bc000,Just Find It Collector's Edition
0100c660225f4000,Steampunch
0100c660272d6000,Dangerous Superheroes After Dark: Heroes Behind the Mask
0100c67011b14000,Out of Space: Couch Edition
0100c670149d4000,Train Station Renovation
0100c67015076000,Legend of Keepers: Career of a Dungeon Manager
0100c67015077001,Legend of Keepers: Return of the Goddess
0100c67015077002,Legend of Keepers: Feed the Troll
0100c67015077003,Legend of Keepers: Soul Smugglers
0100c67015270000,Guardian Force - Saturn Tribute
0100c67015978000,My Universe - Green Adventure: Farmers Friends
0100c6701a7a6000,Mushoku Tensei: Jobless Reincarnation Quest of Memories
0100c6701dfdc000,Japanese Escape Games The Police Office
0100c67024da0000,Celestial Fall
0100c6800b934000,Brawlhalla
0100c6800d770000,Super Toy Cars 2
0100c6800d9d0000,The Red Lantern
0100c68012128000,Twin Breaker: A Sacred Symbols Adventure
0100c68016136000,BIOMOTOR UNITRON
0100c6801a176000,Necrosmith
0100c6801b3da000,First Time In Hawaii Collector's Edition
0100c6801e0fa000,Anime Girls: Sun of a Beach
0100c6801f2fe000,Shockman Collection Vol. 2
0100c68020c96000,Mourning Tide
0100c69010522000,Guard Duty
0100c69014b1e000,Super Sami Roll
0100c69018e4a000,The Last Faith
0100c6901fc74000,Sugoi Girls: Kinky Knight
0100c69024b72000,Cats Ritual
0100c69024bec000,Strike Warfare: Force Recon
0100c69028334000,Hiddenius: Sorceress Journey
0100c6a00e94a000,Panzer Dragoon: Remake
0100c6a01ad56000,Bloo Kid
0100c6a020ffc000,Accolade Sports Collection (QUByte Classics)
0100c6a0235d4000,Devil Jam
0100c6b010fd6000,Lake
0100c6b01cfaa000,Match Village
0100c6c009812000,Arcade Archives Super Dodge Ball
0100c6c00d7c0000,Astro Bears
0100c6c00d7c1001,Non-Bears
0100c6c010ae4000,Clive 'N' Wrench
0100c6c01c6f0000,Cat's Cosmic Atlas
0100c6c01c6f1001,Northern Sky Map
0100c6c01c6f1002,Southern Sky Map
0100c6c01c6f1003,Solar System Map
0100c6c01dfc8000,Tippy Pads
0100c6c01e8b2000,The Epyx Collection: Handheld
0100c6c0208e6000,4x4 Adventure: Rocky Pathways
0100c6c0210ce000,Flight Simulator Pro 2024
0100c6d002cb8000,Johnny Turbo's Arcade: Heavy Barrel
0100c6d013d9a000,Space Invasion
0100c6d01570a000,Yeah Yeah Beebiss II
0100c6d0205d6000,Fuga: Melodies of Steel 3
0100c6d0205d7001,Fuga: Melodies of Steel 3 - Deluxe Edition Upgrade Pack
0100c6d0205d7002,Fuga: Melodies of Steel 3 - Solatorobo: Red the Hunter Costume Pack
0100c6d0205d7003,Fuga: Melodies of Steel 3 - Solatorobo: Red the Hunter Sound Pack
0100c6d0205d7004,Fuga: Melodies of Steel 3 - In-Game Currency & Upgrade Materials
0100c6d0205d7005,Fuga: Melodies of Steel 3 - Cyberpunk Costume Pack
0100c6d0205d7006,Fuga: Melodies of Steel 3 - Halloween Costume Pack
0100c6d023aea000,Cat Cosmic Puzzle
0100c6d023aeb001,Space Odyssey 1
0100c6d023aeb002,Space Odyssey 2
0100c6d023aeb003,Space Odyssey 3
0100c6d027354000,PEPPERED: An Existential Platformer
0100c6d0277e0000,CRAYON JUNGLE
0100c6e0047c8000,Bit Dungeon Plus
0100c6e00af2c000,BLAZBLUE CROSS TAG BATTLE SPECIAL TRIAL
0100c6e016bda000,8Doors: Arum's Afterlife Adventure
0100c6e0186ee000,First Time In Paris - Collector's Edition
0100c6e01a7c0000,Summer Daze: Tilly's Tale
0100c6e021bf2000,Neon Apex: Beyond the Limit
0100c6f013ffa000,Farmers Co-op: Out of This World
0100c6f0163b0000,Stickman: Far East Battle
0100c6f01ffd6000,Beyond Memories - Darkness of the Soul
0100c6f021690000,The Kingdom of Christmas: Santa's Elves
0100c6f0279c0000,Paperly
0100c7001526c000,Blitz Breaker
0100c700236ea000,Legends BMX
0100c71019b1a000,WWII Tank Battle Arena
0100c7101a5be000,Mythology Waifus Mahjong
0100c710216e2000,Hentai Girls: Adorable Angel
0100c710240a8000,BLOKES on BLOCKS!
0100c71024148000,Pro Baccarat
0100c72019b10000,YONESAWARA HOSPITAL
0100c7201a31c000,Street Racers
0100c72022384000,Aery – Viking Saga
0100c72022aae000,Söldner-X 2: Final Prototype Definitive Edition
0100c7300c0ec000,RogueCube
0100c7300eee4000,Zombie Army Trilogy
0100c73013506000,Cape's escape game
0100c7301658c000,Toree 2
0100c73017ec4000,Pirates Jigsaw Puzzle - Education Adventure Learning Children Puzzles Games for Kids & Toddlers
0100c7301f6fa000,Hard Time III
0100c7302061c000,Forgotten Fields
0100c74017a98000,Watcher Chronicles
0100c7402095e000,Bulbs 2.0
0100c7501360c000,MEGALAN 11
0100c75013bd8000,Fate Of The Pharaoh
0100c75019274000,TEMPUS
0100c7600af00000,Red Hot Ricochet
0100c7600c7d6000,Air Conflicts: Pacific Carriers
0100c7600e77e000,Wizards: Wand of Epicosity
0100c7600f654000,Juicy Realm
0100c76016fc4000,JIGSAW MASTER KIDS
0100c7601cd2e000,Let's! Revolution!
0100c7601cdac000,Teenage Mutant Ninja Turtles Arcade: Wrath of the Mutants
0100c7601e1c4000,Nature Escapes 3 Collector's Edition
0100c76021160000,2weistein in Rongerland
0100c77018f90000,City Wars: Tokyo Reign
0100c7701dbee000,Muv-Luv Unlimited: THE DAY AFTER - Episode 02 REMASTERED
0100c77024b9a000,Boned Again: Survivors
0100c7800c7a0000,Arcade Archives T.N.K III
0100c7800ca06000,Widget Satchel
0100c7801232c000,Alphadia Genesis
0100c7801232d001,Experience x3 - Alphadia Genesis
0100c7801232d002,SP x3 - Alphadia Genesis
0100c7801232d003,Experience & SP x2 - Alphadia Genesis
0100c7801232d004,No Encounters - Alphadia Genesis
0100c7801232d005,Damage x2 - Alphadia Genesis
0100c7801232d006,Full Restore - Alphadia Genesis
0100c7801232d007,No Skill Cost - Alphadia Genesis
0100c7801bee4000,Duck Race
0100c7801c038000,RollerCoaster Tycoon Adventures Deluxe
0100c7801fbb0000,Polimines Deluxe
0100c7801ffa0000,Gym Business : Fitness Empire Simulator
0100c780217d8000,SUMMER GIRLFRIEND なつ♡カノ
0100c79018aba000,Fashion Girls
0100c79018abb001,Fashion Girls: Extra Levels!
0100c79018abb002,Fashion Girls: Special Levels
0100c79018abb003,Fashion Girls DLC#3
0100c79018abb004,Fashion Girls DLC#4
0100c7a01f5e2000,Byte The Bullet
0100c7b016794000,Forklift Simulator
0100c7b0232ce000,Trainlax
0100c7b023c88000,Shipwrecked Raft Survival
0100c7c00ae6c000,VSR: Void Space Racing
0100c7c00f77c000,This Strange Realm Of Mine
0100c7c016454000,Bubble Shooter FX
0100c7c01f712000,Flip It
0100c7c020646000,1000 Questions Quiz! national flag
0100c7d00de24000,Azuran Tales: TRIALS
0100c7d00e6a0000,Arc of Alchemist
0100c7d00e6a1001,Super Powerful NG+ Package
0100c7d00e6a1002,Special Weapon: Beam Katana
0100c7d00e6a1003,Special Weapon: Superior Spear
0100c7d00e6a1004,Special Weapon: Histoire
0100c7d00e6a1005,Special Weapon: Natural White
0100c7d00e6a1006,Special Weapon: Beam Dagger
0100c7d00e6a1007,Special Weapon: Shiitake
0100c7d00e6a1008,Special Weapon: Dogoo Plushie
0100c7d00e730000,Fight'N Rage
0100c7d00fa18000,Chompy Chomp Chomp Party
0100c7d00fa19001,Spooky Party
0100c7d012fb8000,Fantasy General II: Invasion
0100c7d012fb9001,Fantasy General II: Onslaught
0100c7d012fb9002,Fantasy General II: Empire Aflame
0100c7d012fb9003,Fantasy General II: Evolution
0100c7d014bba000,Plastic Rebellion
0100c7d019052000,9 Clues 2: The Ward
0100c7d01f53c000,Catch BESHI!! Scooping Game
0100c7e0134be000,Five Dates
0100c7e01442c000,Shieldwall Chronicles: Swords of the North
0100c7e015bf8000,Sword of Elpisia
0100c7e015bf9001,Experience x3 - Sword of Elpisia
0100c7e015bf9002,Damage x2 - Sword of Elpisia
0100c7e015bf9003,No Skill Cost - Sword of Elpisia
0100c7e01b3fe000,Japanese NEKOSAMA Escape The Sweets Shop
0100c7e01f54c000,Centum
0100c7f0198f6000,Sucker for Love: First Date
0100c7f021bd6000,Courageous Reasoning Nori 9 Reasoning Tournament Sticking Nori
0100c7f021fde000,Particle Hearts
0100c7f022180000,Battle Puzzle 2048 - Space Girls
0100c80009abe000,JackQuest: The Tale of the Sword
0100c8000f146000,Liberated
0100c8001572c000,Reknum DX
0100c80018c0c000,Understand
0100c800195ec000,Hospital Doctor - Fix me up for KIDS (Boys & Girls)
0100c800263f6000,Who is Here?
0100c81004780000,Disco Dodgeball - REMIX
0100c81024f48000,Revenge On Gold Diggers
0100c8200e942000,Fin and the Ancient Mystery
0100c8201bf8e000,Mermaid Castle 2
0100c8202197a000,Escape Game The House Under Rain
0100c82026190000,Mom Life Simulator
0100c820266e8000,Revolgear Zero
0100c820269b8000,Around the World 4: Family Tour Collector's Edition
0100c8300fa30000,Kitty Maestro
0100c8300fa90000,Save Koch
0100c8301fec4000,Super kawaii! Finding mistakes in panda photos
0100c830239c4000,Cat Tricks
0100c8400b248000,GUILTY GEAR
0100c8400f06e000,Skater XL
0100c84018338000,Arcade Archives RABIO LEPUS
0100c84024150000,Tale of Dark Lands
0100c8500cbc4000,Conjurer Andy's Repeatable Dungeon
0100c850130fe000,Outbreak: Epidemic
0100c850134a0000,Vera Blanc: Full Moon
0100c8501c5aa000,Still Joking: Visual Novel
0100c860187d8000,Thibalryn
0100c8601a1ce000,Extreme Snowboard
0100c86026ec8000,Math Pals - Dino Academy
0100c8700b0b6000,Nidhogg 2
0100c8701b9f2000,TRAPPED in The Dim Mansion
0100c88014614000,Dark Water: Slime Invader
0100c88016cf6000,Zombie Watch
0100c88019092000,Loop
